index	label	sentence	pos	v_index	definition
g0l-fragment01 287	1	I think a lot of people died in the making of those weapons, before they ever got launched and blew up half of London.	VERB	19	To produce an air current.
clp-fragment01 884	1	For this purpose, the designer is too familiar with the product and he rarely takes the trouble to find out what the user really needs to know.	VERB	14	To get into one's hands, possession, or control, with or without force.
ac2-fragment06 1294	1	Seems they want you to address the European Commission on European industrial development.	VERB	5	To prepare oneself; to apply one's skill or energies ; to betake.
kb7-fragment10 2248	0	Erm sometimes if he's been out very very late and I'm still up and he's come home after a heavy night drinking.	VERB	15	To move from further away to nearer to.
g0l-fragment01 104	1	While our boys were still getting killed, snapped the DDI.	VERB	7	To fracture or break apart suddenly.
ahf-fragment63 1188	1	It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament, British membership of the EC, or anything else.	VERB	27	To turn something around so that it faces the opposite direction or runs in the opposite sequence.
a1e-fragment01 29	0	In a takeover campaign that has already seen vitriolic language, he responds to the charge that he is mounting the bid to enrich himself and his friends by saying: Nobody could take that as a criticism this is an investor group.	VERB	28	To pronounce.
a1h-fragment06 139	0	In spite of his gift to the sport, Keller was anxious not to abuse his status as President and never went to a rowing event unless invited.	VERB	26	To ask for the presence or participation of someone or something.
clp-fragment01 897	0	Extensive use of line drawings, schematic diagrams, algorithmic lists is desirable, and where prose is used this also should be structured into short sentences with meaningful separation into paragraphs.	VERB	15	To utilize or employ.
cdb-fragment04 911	0	Lewis asked him if he could remember the day when he heard he had inherited Wyvis Hall and had walked in here and astounded them with his news.	VERB	11	To perceive sounds through the ear.
amm-fragment02 1763	0	If the dinosaur did, after all, live on dry land, then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees( see p. 116).	VERB	23	To scan, to casually look through in order to find items of interest, especially without knowledge of what to look for beforehand.
fpb-fragment01 1265	1	And I'd also like you to sign this document, Adam added, which absolves me and STG from any further responsibility once Paul Littlejohn has been substituted.	VERB	10	To join or unite  so as to increase the number, augment the quantity, or enlarge the magnitude, or so as to form into one aggregate.
ab9-fragment03 888	0	Then he climbed into the Land Rover beside his two passengers and drove off fast, with the aim of abandoning Jamie to the custody of his aunt as quickly as possible.	VERB	2	To ascend; rise; to go up.
a6u-fragment02 257	0	Unclothed, her body becomes yet more vulnerable, but as Jean Franco states:	VERB	3	begin to be; turn into.
alp-fragment01 6	1	The Government White Paper Crime, Justice and Protecting the Public proposes a radical change for probation practice.	VERB	10	To suggest a plan, course of action, etc.
kbw-fragment04 2612	0	Well since someone else switched it off I should think.	VERB	9	To ponder, to go over in one's head.
b1g-fragment02 1280	0	Shah( 1983) made a comprehensive investigation of natural disaster reports for the period 1974������80 and concluded that both disaster frequency and magnitude( measured in terms of lives lost) are increasing.	VERB	29	To become larger or greater.
b1g-fragment02 1469	0	However, we should bear in mind the earlier point about the resolution of the data, since such electromagnetic effects have a very weak effect beyond perhaps 50 m( Wertheimer and Leeper 1982).	VERB	3	To endeavour to depress the price of, or prices in.
c8t-fragment01 36	1	But seen face to face, even in the informality of her own house, the absence of a spark of sexuality and, he sensed, a deep-seated reserve, made her seem less feminine and more formidable than he had expected, and she held herself stiffly as if repelling invaders of her personal space.	VERB	40	To grasp or grip.
kbd-fragment07 2494	0	I can't get it out it's stuck on his collar I hope she comes back for it next week.	VERB	11	To want something to happen, with a sense of expectation that it might.
cdb-fragment04 888	0	When Lewis said to come back with him and eat there Adam had got a kick on the ankle from Anne and another kick when he hadn't replied.	VERB	4	To move from further away to nearer to.
al0-fragment06 182	1	An earlier film by Raphael, The Persuaders( 1986), charted the transformation of Ricki into Rytasha, which occurred at the Hare Krishna Temple in London, and her uneasy relationship with her guru there.	VERB	8	To draw a chart or map of.
kbh-fragment02 199	0	So went to Tesco, and we walk around, the cake, erm, cake thing	VERB	6	To move on the feet by alternately setting each foot  forward, with at least one foot on the ground at all times. Compare run.
kbh-fragment09 1216	0	I give you money.	VERB	1	To move, shift, provide something abstract or concrete to someone or something or somewhere.
kbw-fragment42 14928	0	Well there's two different wholes aren't there? chop toast you can chop either that way or that way	VERB	7	To cut into pieces with short, vigorous cutting motions.
acj-fragment01 44	1	The mandatory penalty does indeed serve to mark out murder from other crimes, but whether the definition of murder is sufficiently refined to capture the worst killings, and only the worst killings, remains to be discussed below.	VERB	21	To purify; reduce to a fine, unmixed, or pure state; to free from impurities.
al2-fragment23 258	0	However, he suggested there was perhaps a need to look into the system more closely.	VERB	2	To imply but stop short of explicitly stating .
a3p-fragment09 202	1	Gainsborough's house to say nothing of huge grey sweeps of empty beach from which, at Aldeburgh, you can buy goggle-eyed skate direct from the fishing boats as they come out of the water.	VERB	28	To move from further away to nearer to.
crs-fragment01 112	0	It was made clear that all of the above areas needed funding from health, education and social services before they could be implemented.	VERB	22	to bring about; to put into practice; to carry out
alp-fragment01 57	1	To meet these objectives the AEC has a structured programme involving group and individual contact, that is, six group sessions sandwiched between one-to-one interviews held immediately before and after the group.	VERB	20	To place one item between two other, usually flat, items
g0l-fragment01 217	0	Don't ratify any names.	VERB	1	To give formal consent to; make officially valid, sign off on.
a3e-fragment03 31	0	Some novice gardeners may not want to do much actual gardening at all, but conversely, do not want to look out every day over a scene of threadbare grass and rotting fence.	VERB	5	To wish for or desire ; to feel a need or desire for; to crave or demand.
fpb-fragment01 1237	1	If she took her poor child back to his father and gave her husband a second chance, she wouldn't need money.	VERB	11	To move, shift, provide something abstract or concrete to someone or something or somewhere.
a7s-fragment03 67	0	He described being taken over the years to see his sick, and finally dying and almost certainly innocent father in another prison.	VERB	13	To stop living; to become dead; to undergo death.
a3c-fragment05 210	1	Wine is not quenching, but no less in demand for that.	VERB	3	To satisfy, especially an actual or figurative thirst.
cdb-fragment04 906	0	What was he going to tell Anne?	VERB	5	To narrate.
kbj-fragment17 1482	0	Two yeah but you've got right two multiple and two addition equations.	VERB	4	To obtain; to acquire.
cb5-fragment02 3365	0	I won't hurt you, he said.	VERB	5	To pronounce.
kcu-fragment02 2136	0	Listen no wonder he's world champion he can go afford to skiing, his dad's a multi-millionaire!	VERB	8	To move:
fef-fragment03 701	0	Noting that formula] and anticipating the relationship formula] to be derived in Section 5.7, we get the following formula for the force formula], where c is the velocity of light.	VERB	0	To notice with care; to observe; to remark; to heed.
ab9-fragment03 905	1	The difficulty is that Perry does everything that bit better than Tristram.	VERB	8	To cut into something by clamping the teeth.
a80-fragment15 281	0	In 1964 the All Blacks defeated Leinster 11-5, they won 17-8 in 1972 and scraped home 8-3 in 1974.	VERB	9	To reach some destination or object, despite difficulty or toil .
ab9-fragment03 878	0	Miss Williams said quietly to him, sounding shaky.	VERB	2	To pronounce.
clp-fragment01 833	0	The user probably has limited expertise and he may be working under various stress conditions.	VERB	10	To do a specific task by employing physical or mental powers.
kbd-fragment07 2250	0	Don't know.	VERB	1	To perceive the truth or factuality of; to be certain of or that.
kbw-fragment17 6021	0	And come back on a Sunday	VERB	1	To move from further away to nearer to.
cb5-fragment02 3324	0	She climbed the stairs to her room, then undressed and went to bed, wetting the pillow with her tears which, held back all day, now flowed unchecked.	VERB	25	To move as a fluid from one position to another.
ac2-fragment06 1546	0	The man knows nothing about Europe.	VERB	2	To perceive the truth or factuality of; to be certain of or that.
ahf-fragment63 1222	1	His lack of humbug about political balance has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years.	VERB	9	To create.
clp-fragment01 803	0	Many distributions show a peak in a particular age group mainly associated with taking on a large number of young people when the organisation was started or reorganised, this is not desirable because it leads to excessive competition for promotion at particular stages.	VERB	11	To join in or form a league, union, or association.
ew1-fragment01 68	1	From the party viewpoint Law's methods were successful but dangerous; expectations raised when the party was in full cry were not easily set aside for an eventual compromise, and the only outcome that would fully vindicate the methods was the recovery of power.	VERB	11	To cause to rise; to lift or elevate.
kbp-fragment09 3986	1	A niece of mine living in tells me that it's picking up slightly, the property market.	VERB	10	To grasp and pull with the fingers or fingernails.
c8t-fragment01 29	0	He would have recognized her from her strong resemblance to her brother, although she looked the elder by some years.	VERB	3	To match  to a memory of some previous encounter with the same person or thing.
as6-fragment01 71	1	the encouragement of private investment and the liberation of the market; the containment of the forces of social discontent; the control of the powers of the local authorities; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support, accentuating inequalities and injustice and( hopefully though not necessarily) reducing the potential for conflict among the urban poor.	VERB	57	To bring down the size, quantity, quality, value or intensity of something; to diminish, to lower.
ea7-fragment03 810	1	But they might have to be supplemented by mercenaries from Flanders and the Low Countries, where the rapidly expanding population forced large numbers of young men into military careers.	VERB	20	To violate ; to rape.
fet-fragment01 200	1	Ann Maguire had borne a second Joanne, in New Zealand, from where she had returned, unable to bear cultural transplantation.	VERB	17	To endeavour to depress the price of, or prices in.
ccw-fragment03 1580	0	The seemingly random and jagged-edged pattern of blue, black, silver, green and white had been designed to disguise a boat's shape from the prying eyes of U-Boat captains, so it seemed somewhat fanciful to thus camouflage a pleasure boat in the Bahamas.	VERB	15	To plan and carry out .
kbd-fragment07 2302	0	You're gon na kill somebody one day you know using that!	VERB	8	To perceive the truth or factuality of; to be certain of or that.
ew1-fragment01 106	0	He went on to quote the response that had been received from editors:	VERB	10	To take, as something that is offered, given, committed, sent, paid, etc.; to accept; to be given something.
kcu-fragment02 2048	0	You can't blame me	VERB	2	To censure ; to criticize.
a3k-fragment11 144	0	Traditionally, country cottages and houses which have unusual or unique features or are in need of a lot of renovation may be auctioned, if only because valuation is likely to be difficult.	VERB	22	To sell at an auction.
fet-fragment01 195	0	Daniel thought about dead Ann Maguire who, like Anna Van Gogh, the Dutch pastor's wife, had named a younger, hopeful child for a dead one.	VERB	1	To ponder, to go over in one's head.
b1g-fragment02 1331	0	This is taken very seriously in the USA, where the Environmental Protection Agency estimates that 10 000������20 000 deaths from lung cancer each year are due to radon gas exposure.	VERB	2	To get into one's hands, possession, or control, with or without force.
a3e-fragment03 50	0	While you are working through this process, take note of the features in the garden that you would like to keep.	VERB	20	To continue in ; not to intermit or fall from; to uphold or maintain.
ew1-fragment01 91	0	In 1912 ordinary subscriptions still brought in only ̴�12000 a year and it proved difficult to raise them to anything like what was needed.	VERB	13	To demonstrate that something is true or viable; to give proof for.
ac2-fragment06 1332	1	If Clem can make it, that is.	VERB	3	To create.
kbp-fragment09 3948	0	and he claims to be er able to move things and do the poltergeist stunt, you know?	VERB	16	To perceive the truth or factuality of; to be certain of or that.
fpb-fragment01 1120	1	Over Spain, an American B-52 bomber carrying an H-bomb had collided in mid-air with another aircraft.	VERB	6	To lift  and take it to another place; to transport  by lifting.
kcv-fragment42 4445	0	I am not going up to never	VERB	3	To move:
ab9-fragment03 870	0	He considered the boy thoughtfully, and decided to take him back quickly.	VERB	6	to resolve ; to choose, determine, or settle
cb5-fragment02 3246	0	She took off the voluminous apron Cook had lent her and went in search of her charge.	VERB	11	To move:
a1m-fragment01 7	0	In Mr Dobbs's words, a telecottage is a room in a village filled with computer communications that can be used by local people to learn and work.	VERB	12	To occupy fully, to take up all of.
a1m-fragment01 8	0	The equipment consists of, perhaps, four word processors, a modem, a laser printer able to produce artwork-quality output, a fax and a photocopier.	VERB	15	To yield, make or manufacture; to generate.
ea7-fragment03 878	0	In taking his place at the head of the Second Crusade, the Rex Francorum decisively hastened the transformation of the Franks into the French.	VERB	15	To move or act in a quick fashion.
fet-fragment01 28	1	The yellow chair, besides being brushstrokes and pigment, besides being a yellow chair, was one of twelve bought for a company of artists who were to inhabit the Yellow House, the white walls of which should blaze with sunflowers as the windows of Gothic cathedrals blazed with coloured light.	VERB	45	To be on fire, especially producing bright flames.
a1p-fragment03 80	0	The policy review's top rate of income tax- 50 per cent was too low, he said.	VERB	15	To pronounce.
kbp-fragment09 3887	0	Again it's fifty four so, but you never know.	VERB	8	To perceive the truth or factuality of; to be certain of or that.
a2d-fragment05 53	1	Paradise, launched on CBS last season and shown on BBC1 this summer, was the first new western serial for a decade.	VERB	1	To throw ; to hurl; to propel with force.
cb5-fragment02 3383	1	He was a skilful lover: tender and gentle in the beginning, then powerful, persistent, rough almost until, his passion rising in harmony with hers, the climax came like the bursting of a thousand stars, like the beginning and ending of the world.	VERB	19	To move, or appear to move, physically upwards relative to the ground.
ahc-fragment60 1212	1	WHEN a Charlton chief sat down to dinner in times gone by and found a spur on the table where his meal should have been, he knew the cupboard was bare once more.	VERB	10	To move:
ccw-fragment03 1618	0	I put his age at forty, but even among men twenty years younger he would have been accounted handsome, and he knew it, for his expression showed both confidence and amusement as he continued to hold Ellen's hand, and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away.	VERB	33	To proceed with ; to prolong .
a1k-fragment02 59	0	MON 9 OCT Steve Marriott& Mickey Hutton In among those on their way up, and those who will never go anywhere, the pub rock circuit plays host to those who were once really something.	VERB	25	To act in a manner such that one has fun; to engage in activities expressly for the purpose of recreation or entertainment.
ea7-fragment03 839	0	The war, declared by one whose moral authority was unimpeachable, was to free the Eastern churches, to end Muslim guardianship of the holy places, to restore Jerusalem to its proper state.	VERB	2	To assert or announce formally, officially, explicitly, or emphatically.
kbw-fragment04 2564	0	And then it comes on the television later on.	VERB	3	To move from further away to nearer to.
ahf-fragment24 551	0	They are mostly Labour voters but several confuse their Labour candidate with the leader of the Liberal Democrats.	NOUN	7	confuse
ac2-fragment06 1488	1	It's my life which is about to go down the plughole.	VERB	7	To move:
b1g-fragment02 861	0	We should know something about the periodicity of the variables we are monitoring if we are not to risk either unnecessarily detailed data collection or aliasing of trends;	VERB	12	To watch over; to guard.
a3e-fragment03 50	0	While you are working through this process, take note of the features in the garden that you would like to keep.	VERB	3	To do a specific task by employing physical or mental powers.
kbd-fragment07 2577	0	just cos you, you were coming out with about two hundred and fifty quid a week for working seven nights a week!	NOUN	13	The inherent nature of something.
ab9-fragment03 792	0	The boy, unlike the dog, knew that the mud did not go on for ever; beyond the bridge, the disused railway embankment along which they were walking became built up, so that water ran off it.	VERB	26	To move on the feet by alternately setting each foot  forward, with at least one foot on the ground at all times. Compare run.
ahf-fragment63 1176	1	There the similarity ends, since judging from his writings Bagehot was a roaring snob, whereas judging from his heckles the heckler was not.	VERB	12	To make a loud, deep cry, especially from pain, anger, or other strong emotion.
a3p-fragment09 177	0	If Dedham Hall is fully booked and it may well be try the best bed-and-breakfast we have ever found, just a few miles away at the Old Vicarage, Higham, near Colchester.	VERB	18	To encounter or discover by accident; to happen upon.
fpb-fragment01 1275	0	In the high-ceilinged kitchen, surrounded by the smells of mint and basil, Buzz whistled Roses of Picardy with much dramatic warbling as she prepared Elinor's tea.	NOUN	7	A sensation, pleasant or unpleasant, detected by inhaling air  carrying airborne molecules of a substance.
b1g-fragment02 846	0	Notwithstanding Mrs Thatcher's confidence that we can fix environmental problems, the difficulties associated with a task even as apparently simple as monitoring a state variable are considerable.	VERB	12	To join in or form a league, union, or association.
kbd-fragment07 2622	1	So and she was, she was moaning away like sort of oh alright!	VERB	6	To complain about; to bemoan, to bewail; to mourn.
acj-fragment01 142	0	A fourth approach, adopted by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the course of a felony( or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.	VERB	42	To attempt to counter the actions or effects of.
acj-fragment01 7	0	The reason for this is not difficult to find: the harm caused by many other crimes is remediable to a degree, whereas the harm caused by homicide is absolutely irremediable.	VERB	11	To set off an event or action.
kb7-fragment10 2425	0	I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks, stick them in the fridge, then if I feel like being naughty not ever so naughty because I'm nibbling at carrots rather than a packet of crisps or something.	VERB	27	To cut a piece of wood to be the stick member of a cope-and-stick joint.
kbc-fragment13 6243	0	But I think everything in moderation, but you don't eat as much butter now as what you used to.	VERB	17	To utilize or employ.
kcv-fragment42 4468	0	I know	VERB	1	To perceive the truth or factuality of; to be certain of or that.
c8t-fragment01 52	0	I expect that for an ornithologist death ceases to be terrible once sight and hearing begin to go.	VERB	1	To predict or believe that something will happen
kbw-fragment17 6209	0	But her mum I mean I know	VERB	4	To intend.
a3c-fragment05 193	0	We say we are thirsty when we mean that we fancy a glass of wine, a pint of beer, a gin and tonic or a shot of whisky the pleasure of naming our poison at the end of a busy day or tiresome week.	VERB	31	To give a name to.
b1g-fragment02 1463	0	Although the proposed method is novel, it is but one of an increasingly large number of methods designed to detect and model clusters of disease( see, for example, Cuzick and Edwards 1990).	VERB	17	To plan and carry out .
ab9-fragment03 969	1	She ate placidly, acknowledging to herself with her customary good sense that at the moment, as at any time since her brother William had died, she and Penelope were getting no pleasure at all from each other's company.	VERB	29	To obtain; to acquire.
a1j-fragment34 552	1	The only way to remove the Government was for Labour to win the next general election.	VERB	4	To delete.
a1h-fragment05 90	1	He always felt that effective musical criticism began by being well written, and he never lost his liveliness.	VERB	15	To cause  to cease to be in one's possession or capability due to unfortunate or unknown circumstances, events or reasons.
kbc-fragment13 6039	0	I think you d' ya know I think you were at night school Gordon when I think about it.	VERB	1	To ponder, to go over in one's head.
ahf-fragment24 555	0	When built in 1938 it was The Ridges, which is still what they call it locally a slum clearance project on the north bank of the Tyne, 10 miles east of Newcastle.	VERB	13	To use one's voice.
a1h-fragment06 138	1	The sport is now obliged to find income from the more normal sources of television and sponsorship, to replace his largely unacknowledged private patronage.	VERB	18	To restore to a former place, position, condition, etc.; to put back
crs-fragment01 97	1	For children's needs to be considered with parents and their wishes acknowledged and recognised.	VERB	5	To think about seriously.
b1g-fragment02 1351	0	This was written at the NWRRL using FORTRAN 77 and the Graphical Kernel System.	VERB	2	To form letters, words or symbols on a surface in order to communicate.
b1g-fragment02 1072	0	Relatively few cost/benefit studies have yet been carried out except in such areas as crop prediction and ocean navigation( where they are generally shown to be highly advantageous in saving someone else's money).	VERB	23	To display, to have somebody see .
acj-fragment01 105	1	By allowing an intent to cause grievous bodily harm to suffice for a murder conviction, the law is violating a general principle, turning the most serious of its offences into a constructive crime.	VERB	1	To grant, give, admit, accord, afford, or yield; to let one have.
acj-fragment01 139	1	Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's background, allegiance, or other activities.	VERB	45	To bring down the size, quantity, quality, value or intensity of something; to diminish, to lower.
ccw-fragment03 1677	0	Get off this boat, I told him, but my anger only amused Sweetman who unfolded his long thin legs from the cushioned thwart.	VERB	21	To furnish with cushions.
a1g-fragment26 400	1	Some of the refugees originally refused to touch East German territory again, but were reassured when two of the West German diplomats said they would accompany the train, to ensure that the rules were followed.	VERB	34	To go after; to pursue; to move behind in the same path or direction, especially with the intent of catching.
kbw-fragment11 4038	0	It's not been on, no, I've just switched it on.	VERB	7	To exchange.
a9j-fragment01 15	1	The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests( there have been more than 50,000 arrests since the Intifada's outbreak), and coherent enough to allow for the existence of a unified resistance strategy.	VERB	40	To grant, give, admit, accord, afford, or yield; to let one have.
kbw-fragment17 6172	0	No, it's alright cos someone's rung up from home, say be in eight o'clock, so she wants to do something.	VERB	9	To pronounce.
ea7-fragment03 852	1	But in the twelfth century, the house of Alsace could afford the high costs of their expeditions Thierry went to Jerusalem four times, Philip twice and the counts' repeated absences in fact promoted administrative reform; the baillis and the Grote Bref were as much the products of crusading as the English and Norman judicial system and exchequers were the product of the king-duke's divided attentions.	VERB	32	To raise  to a more important, responsible, or remunerative job or rank.
ahf-fragment63 1210	1	As the week went by, Major rejected common opinion about two other large subjects: proportional representation and Scottish devolution.	VERB	3	To move:
kbw-fragment42 15014	0	splish, splash and the rain came down and floods came up, the rain came down and the floods came up, the rain came down and the floods came up and the house on his band fell flat	VERB	5	To move from further away to nearer to.
a1h-fragment05 75	0	Like many young American composers he studied with Nadia Boulanger, but after 1925 set out to achieve the discipline of spontaneity which he found in Stein's writings.	VERB	16	To succeed in something, now especially in academic performance.
kb7-fragment10 2306	0	When you walked into the well what I would call a cupboard but they classed it as the bathroom.	VERB	9	To use one's voice.
a4d-fragment02 120	1	Of course, I know perfectly well why the Department of the Environment declines to list it.	VERB	12	To move downwards, to fall, to drop.
c8t-fragment01 132	0	But once the Jaguar had moved away she turned to Theresa and said in a voice of surprising gentleness: Does your father know that you're out alone?	VERB	12	To pronounce.
a1m-fragment01 17	0	The impact, according to Henning Albrechsten, president of Telecottages International who has been involved in their development since the outset, was immediate.	VERB	13	To comprise or include; to have as a related part.
cb5-fragment02 3194	0	She was happy to wait for him, certain that soon she would see him riding towards her.	VERB	12	To perceive or detect someone or something with the eyes, or as if by sight.
a3e-fragment03 30	0	If you like hanging out washing rather than drying it in the bowels of an expensive machine, you will need to tuck away a line and make a dry path to get to and from it.	VERB	8	To lose moisture.
ew1-fragment01 99	1	It had been recognized that Liberals had been more adept at handling the press because they were more ready to stoop to newspaper practices, as Sandars had reported in 1909:	VERB	20	To bend the upper part of the body forward and downward to a half-squatting position; crouch.
ew1-fragment01 55	0	Before he succeeded Balfour then, Law was not associated with any of the features that were to characterize his party leadership; his contribution was to use the leadership in the service of all of these causes, to make himself the spokesman for the most spirited sections of the party.	VERB	25	To utilize or employ.
ew1-fragment01 53	0	In August 1911 the diehard peers used language as violent as any that Law was to use later, and in the crucial decision on the House of Lords Law sided with the hedgers rather than the ditchers.	VERB	16	To utilize or employ.
kcv-fragment42 4383	0	When did you eat when did you eat your chips?	VERB	3	To ingest; to be ingested.
a6u-fragment02 250	1	Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress, and refused to turn up to what, in retrospect, became Hale's farewell party.	VERB	13	To find or learn something for the first time.
kbw-fragment42 14941	0	you've got margarine what else would you like?	VERB	1	To obtain; to acquire.
kcv-fragment42 4188	0	Never make up for a	VERB	1	To create.
ac2-fragment06 1473	1	Jesus wept! he continued, hackles rising.	VERB	5	To move, or appear to move, physically upwards relative to the ground.
alp-fragment01 90	0	The aim at the end of the session is to encourage participants to make rules for their future drinking which will lead to a lessening of identified problems( p. 4).	NOUN	24	A growing lesser; reduction or decrease.
ab9-fragment03 986	1	You are letting this disappointment and that's all it is, you're still a very well-off young woman get in the way of everything.	VERB	17	To obtain; to acquire.
kcu-fragment02 1534	0	Well I don't know which turns out best	VERB	3	To perceive the truth or factuality of; to be certain of or that.
kbw-fragment17 6225	0	Sophie was supposed to be doing the chorus so I grabbed Mary, and said come with me on the half way through, called Sophie why are you doing all the talking Dot and not Mary!	VERB	2	To take for granted; to conclude, with less than absolute supporting data; to believe.
clp-fragment01 794	0	It is generally accepted( p. 145) that hygiene type variables such as pay and working conditions can, if they are inappropriately specified, depress morale and motivation but they will not in themselves result in very high levels of these parameters.	VERB	3	To receive, especially with a consent, with favour, or with approval.
ahf-fragment24 584	0	A food co-op which tried to replace the burned-out shops has been closed after several break-ins, and even the drop-in centre is burgled weekly, according to project worker Sheila Auld.	VERB	22	To commit burglary.
kb7-fragment10 2129	0	I thought then I'd be able to use it as an airing cupboard but it still didn't work but it's like you said it's because it's got such a good	VERB	1	To ponder, to go over in one's head.
fet-fragment01 233	0	' Helping out,' said Frederica.	VERB	3	To pronounce.
crs-fragment01 80	0	Parents also wanted an increased availability of specialist therapy time, but wanted it to be used in a more flexible way.	VERB	2	To wish for or desire ; to feel a need or desire for; to crave or demand.
a7y-fragment03 208	1	Parliament should give fresh thought to enacting a provision placing an obligation upon a council tenant to give notice to the council before being permitted to commence proceedings.	VERB	9	To put  in a specific location.
al2-fragment23 262	1	Lloyd's chairman David Coleridge welcomed the judgment.	VERB	4	"To affirm or greet the arrival of someone, especially by saying ""Welcome!""."
b1g-fragment02 833	0	While criticized by many on the grounds that it had few teeth and represented a compromise between the DoE and all other departments( notably those of Agriculture and of Transport), it was none the less a major achievement.	VERB	1	To find fault .
fet-fragment01 194	1	I am telling you about this to remind you that one can try to give an impression of anguish without aiming straight at the historic Garden of Gethsemane	VERB	20	To point or direct a missile, or a weapon which propels as missile, towards an object or spot with the intent of hitting it
ab9-fragment03 904	1	McLeish expressed qualified enthusiasm and Charlie assured him he felt exactly the same about his younger brother.	VERB	9	To make into felt, or a feltlike substance; to cause to adhere and mat together.
kcv-fragment42 4373	0	You can buy them one day and bring them back the next	VERB	2	To obtain  in exchange for money or goods
cdb-fragment02 438	0	Nineteen-year-olds seldom inherit country mansions, after all.	VERB	2	To take possession of as a right .
a2d-fragment05 32	0	The TV western seemed to fade into the sunset some time in the mid-1970s, victim of a narcissistic age that preferred to look at prosperous, smart-alecky or violent images of itself( Dallas, Cheers, Miami Vice).	VERB	3	To appear; to look outwardly; to be perceived as.
b1g-fragment02 1554	0	As sea-levels rise in the next 20������30 years due to the greenhouse effect, this very practical use of GIS technology is likely to become commonplace and of considerable practical importance.	VERB	23	begin to be; turn into.
kb7-fragment10 2492	1	No it still makes you very careful.	VERB	3	To create.
kbd-fragment07 2541	0	But I mean they were banging they were banging fifteen hundred in for that disco for the first	VERB	5	To make sudden loud noises, and often repeatedly, especially by exploding or hitting something.
kbd-fragment07 2549	0	Erm I mean, it was always nine hundred, but it's been upped to eleven hundred last year I think.	VERB	18	To ponder, to go over in one's head.
kbw-fragment04 2399	1	Cos we wouldn't have wanted grandma to miss her train would we?	VERB	7	To fail to hit.
cb5-fragment02 3333	0	Shock made her cry out, and he closed the door and moved towards her in quick strides, putting his hand across her mouth to stop-her scream.	VERB	11	To change place or posture; to go, in any manner, from one place or position to another.
kb7-fragment10 2358	0	If you can hear next door's music I can assure you it's not a regular occurrence.	VERB	3	To perceive sounds through the ear.
b1g-fragment02 1537	0	Is it, we wonder, possible to contemplate bringing together some of these data sources to form a National Online Health Information System( NOHIS), to parallel that for employment and unemployment( Townsend et al. 1987)?	VERB	7	To transport toward somebody/somewhere.
ab9-fragment03 974	1	Penelope, however, it had to be acknowledged, had made no attempt to rise above the blow she had been dealt by finding a dazzling girl of her own age favoured over herself in her uncle's will.	VERB	19	To distribute among a number of recipients, to give out as one’s portion or share.
a6u-fragment02 235	1	This appropriateness of Kahlo's aesthetic to contemporary debate has tended to remove her work from its historical context, to stress the collective and the cross-cultural.	VERB	19	To apply force to  causing strain.
cb5-fragment02 3246	0	She took off the voluminous apron Cook had lent her and went in search of her charge.	VERB	8	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
a6u-fragment02 254	0	Dress not only covers and decorates the body but instils in the wearer its own characteristic strengths and weaknesses.	VERB	5	To furnish with decorations.
cdb-fragment02 484	1	So long as there was no hunt for a missing girl they had felt themselves reasonably safe.	VERB	13	To make into felt, or a feltlike substance; to cause to adhere and mat together.
b1g-fragment02 1110	0	Pearce( 1990), for instance, presented an economist's views of the high-priority topics for research as follows:	VERB	4	To bring  into the presence of ; to introduce formally.
ccw-fragment03 1641	0	Ellen twisted away and Sweetman laughed at her obvious discomfiture, then, as coolly as though he owned Wavebreaker, he stepped down into the central cockpit where he first brushed at, then sat on, one of the white cushioned seats by the ship's wheel.	VERB	19	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
a4d-fragment02 124	0	In the case of Bankside Power Station, the ultimate temple of power and a masterpiece of industrial architecture by a major twentieth-century British architect, our historic building system is being perverted for purely political reasons.	VERB	30	To turn another way; to divert.
b1g-fragment02 1543	1	These are, of course, commercially important questions and a good deal of money is going into the collection of such data by insurance companies.	VERB	14	To move:
a1j-fragment34 538	1	It would also be necessary to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few.	VERB	12	To grant, give, admit, accord, afford, or yield; to let one have.
